date,.rep,.sim,.sim_growth_rate
2022 Q1,1010,67305.95233922903,0.01324142491769642
2022 Q2,1010,66685.00983534916,-0.009225669978640938
2022 Q3,1010,67037.4208892879,0.0052847117336993765
2022 Q4,1010,67645.38627316194,0.00906904495741423
2023 Q1,1010,68401.3934980541,0.011176035300312748
2021 Q2,1011,64877.769623697626,-0.006908325469873633
2021 Q3,1011,64299.28436843472,-0.008916540420828678
2021 Q4,1011,64551.50728948211,0.0039226396300486854
2022 Q1,1011,64734.486794352924,0.0028346279204640723
2022 Q2,1011,65351.637893768966,0.009533575223614532
2022 Q3,1011,65891.31985912342,0.008258124551242751
2022 Q4,1011,66486.96885774673,0.009039870500345382
2023 Q1,1011,66373.11617876259,-0.001712405918635529
2021 Q2,1012,65923.715907205,0.00910209770252668
2021 Q3,1012,67056.53702399222,0.017183817708058102
2021 Q4,1012,68254.41420558431,0.017863689876551625
2022 Q1,1012,69103.60329982969,0.01244152637055218
2022 Q2,1012,69984.53897710342,0.012748042579653784
2022 Q3,1012,69593.75276822224,-0.005583893451224009
2022 Q4,1012,70630.07895150063,0.01489108062227662
2023 Q1,1012,71690.3588057728,0.015011732536788447
2021 Q2,1013,66168.13961131766,0.01284352018082724
2021 Q3,1013,65721.15873482065,-0.006755228107101829
2021 Q4,1013,66221.97245158638,0.007620281297633147
2022 Q1,1013,66188.24940695098,-5.092425276225221e-4
2022 Q2,1013,65913.7936989036,-0.004146592643052505
2022 Q3,1013,66475.38137572605,0.00852003268675161
2022 Q4,1013,66845.88941547251,0.005573612848526643
2023 Q1,1013,66631.08661411163,-0.0032134032958377468
2021 Q2,1014,65873.30149799293,0.008330398392343064
2021 Q3,1014,66727.86031579143,0.01297276435771999
2021 Q4,1014,67342.21821013516,0.00920691734211565
2022 Q1,1014,68243.1561759143,0.013378501476857041
2022 Q2,1014,68600.04085574506,0.005229603960737128
2022 Q3,1014,69790.62888008231,0.017355500222527187
2022 Q4,1014,71615.4367642479,0.02614688982529545
2023 Q1,1014,72335.97430948305,0.010061204368648768
2021 Q2,1015,65549.0123809009,0.003366466614281638
2021 Q3,1015,66413.50050583153,0.013188423342020084
2021 Q4,1015,67881.28548287057,0.02210070190337521
2022 Q1,1015,68788.35314642567,0.013362558724436369
2022 Q2,1015,69509.97850428596,0.010490516560619056
2022 Q3,1015,70742.8037614255,0.017735946459306318
2022 Q4,1015,71423.89201231876,0.009627668323553662
2023 Q1,1015,71739.01107755353,0.004411955948584012
2021 Q2,1016,65596.451840599,0.004092628021241884
2021 Q3,1016,65752.5183258281,0.0023791909600285877
2021 Q4,1016,66485.90369626087,0.011153722915958397
2022 Q1,1016,67286.29278483595,0.012038477994247287
2022 Q2,1016,67235.40931796361,-7.562233668461094e-4
2022 Q3,1016,67661.09450676106,0.006331264925960811
2022 Q4,1016,68536.75631335806,0.012941880603328126
2023 Q1,1016,68565.81359237143,4.239663587304321e-4
2021 Q2,1017,65152.858037516875,-0.0026975146619785395
2021 Q3,1017,65222.593473778674,0.0010703357974202188
2021 Q4,1017,65872.67125410693,0.009967064259559066
2022 Q1,1017,66609.75846068926,0.011189575169025412
2022 Q2,1017,67041.69784743518,0.006484626227864609
2022 Q3,1017,67121.10228567354,0.0011844037485306824
2022 Q4,1017,67165.21071187712,6.57146928485508e-4
2023 Q1,1017,67307.0176110847,0.0021113147372662233
2021 Q2,1018,65698.7976821832,0.005659247894113095
2021 Q3,1018,65939.17471429822,0.0036587736852939923
2021 Q4,1018,66564.90118820054,0.009489449581579823
2022 Q1,1018,66973.01499037934,0.0061310659956501645
2022 Q2,1018,67591.41545859116,0.009233576662192267
2022 Q3,1018,68465.91289656918,0.01293799563220821
2022 Q4,1018,69801.8371260873,0.019512253222071063
2023 Q1,1018,70365.62042896863,0.00807691209993422
2021 Q2,1019,65244.25609900089,-0.0012984737508245914
2021 Q3,1019,65072.42734381878,-0.0026336227195445927
2021 Q4,1019,65732.43420848792,0.010142650145535503
2022 Q1,1019,66322.65827154068,0.008979190717032015
2022 Q2,1019,66722.73908800822,0.006032339880429838
2022 Q3,1019,67080.79166531084,0.00536627515891297
2022 Q4,1019,68199.49072800322,0.0166768911773425
2023 Q1,1019,68700.83315003186,0.007351116799803048
2021 Q2,102,65687.61669372466,0.005488099184538298
2021 Q3,102,65664.44638953384,-3.527347368812439e-4
2021 Q4,102,66297.56149150527,0.009641672728277761
2022 Q1,102,66560.71342603269,0.003969255106933689
2022 Q2,102,66456.39545723073,-0.0015672603767669102
2022 Q3,102,66692.36593646451,0.00355075651651382
2022 Q4,102,67418.66345454952,0.010890264693517171
2023 Q1,102,68461.9929106453,0.015475380297314212
2021 Q2,1020,65135.721837975114,-0.0029598204902571146
2021 Q3,1020,65505.50207987656,0.005677072909720415
2021 Q4,1020,65870.1681917468,0.005566953924352136
2022 Q1,1020,66755.82957269708,0.013445561249701754
2022 Q2,1020,67495.50942199,0.011080378358378606
2022 Q3,1020,67610.29258070947,0.0017006043765346313
2022 Q4,1020,69079.22725870999,0.021726494915651706
2023 Q1,1020,68893.81876834622,-0.002683997747534028
2021 Q2,1021,65533.08609927682,0.003122681142326833
2021 Q3,1021,65500.04997164471,-5.041137171850618e-4
2021 Q4,1021,65810.66317531247,0.004742182697604402
2022 Q1,1021,66101.2721086793,0.004415833534342051
2022 Q2,1021,65874.72299598067,-0.003427303370594048
2022 Q3,1021,66356.88605456508,0.007319394096181986
2022 Q4,1021,66595.96695324423,0.0036029553659668867
2023 Q1,1021,66992.91245243522,0.005960503576285303
2021 Q2,1022,65817.09837752486,0.00747009059595638
2021 Q3,1022,66588.3649077066,0.011718330786291586
2021 Q4,1022,66950.18892583754,0.005433742345715364
2022 Q1,1022,68302.16819136617,0.020193808071643504
2022 Q2,1022,68552.5250806678,0.003665431068017977
2022 Q3,1022,69189.67315213218,0.009294304924795105
2022 Q4,1022,70403.34730363035,0.017541261523660978
2023 Q1,1022,70146.7053952949,-0.003645308329284669
2021 Q2,1023,65488.27940990315,0.0024368198613620162
2021 Q3,1023,65973.85497645289,0.007414694215898132
2021 Q4,1023,67081.01650912475,0.016781822633632926
2022 Q1,1023,67453.88664531366,0.005558504560499555
2022 Q2,1023,67956.91452234141,0.00745735942055914
2022 Q3,1023,68036.5639938973,0.0011720583860486133
2022 Q4,1023,68691.89174018713,0.009631993560824226
2023 Q1,1023,69054.74115738393,0.005282274341332771
2021 Q2,1024,65312.068894819655,-2.6045528402418583e-4
2021 Q3,1024,65352.90339708683,6.252213864628153e-4
2021 Q4,1024,66145.6710517984,0.012130565185370257
2022 Q1,1024,66924.73670551566,0.011778029330251627
2022 Q2,1024,66972.61612249135,7.154218205798202e-4
2022 Q3,1024,67803.38003434581,0.012404531283876086
2022 Q4,1024,68184.10992113473,0.005615205120984568
2023 Q1,1024,68283.62778122595,0.0014595462228124134
2021 Q2,1025,64763.448663576986,-0.008658249895121317
2021 Q3,1025,65104.99934716869,0.005273818652955509
2021 Q4,1025,65391.49577056451,0.004400528780717616
2022 Q1,1025,65387.78047331845,-5.681621443698326e-5
2022 Q2,1025,65618.63859018289,0.0035306002924910818
2022 Q3,1025,65398.534395991206,-0.0033542938244471854
2022 Q4,1025,65562.02205620776,0.0024998673399410087
2023 Q1,1025,65626.7934814713,9.879412384201647e-4
2021 Q2,1026,64885.843106304346,-0.006784743719025821
2021 Q3,1026,64841.5765981735,-6.822213600325977e-4
2021 Q4,1026,64597.290456381976,-0.003767430630278734
2022 Q1,1026,65657.81762818992,0.01641751789146717
2022 Q2,1026,65718.45472866295,9.235320737648323e-4
2022 Q3,1026,66434.3950168533,0.010894052380663988
2022 Q4,1026,67517.31427477706,0.016300581312572282
2023 Q1,1026,68021.36746925864,0.0074655397640701615
2021 Q2,1027,65145.977276286714,-0.00280283928598668
2021 Q3,1027,64796.399567329805,-0.005366067462221569
2021 Q4,1027,64885.97924055759,0.0013824791782559576
2022 Q1,1027,66247.87275175334,0.02098902609062403
2022 Q2,1027,66880.47821206476,0.00954906828000257
2022 Q3,1027,67318.07687689867,0.0065429954529687695
2022 Q4,1027,67316.61608092017,-2.1699906567085314e-5
2023 Q1,1027,67448.37863879264,0.001957355635851865
2021 Q2,1028,65699.1880982266,0.005665224038554628
2021 Q3,1028,66085.60361650428,0.005881587420835999
2021 Q4,1028,67032.74560330567,0.01433204714747971
2022 Q1,1028,68128.23798132499,0.016342645197652494
2022 Q2,1028,68982.9525073973,0.01254567197681844
2022 Q3,1028,68897.15141584692,-0.0012438013803653947
2022 Q4,1028,69885.19331123395,0.014340823605658803
2023 Q1,1028,70598.84974046692,0.010211840239958914
2021 Q2,1029,65188.05133936915,-0.0021588066380832105
2021 Q3,1029,65374.47611923082,0.0028597998564359184
2021 Q4,1029,65991.19519515522,0.009433636987004279
2022 Q1,1029,66889.84251879193,0.013617685222689913
2022 Q2,1029,67204.08590074029,0.004697923782076119
2022 Q3,1029,68461.95709656029,0.01871718332242267
2022 Q4,1029,69201.81397412883,0.010806832129046873
2023 Q1,1029,70222.97132832572,0.014756222352475312
2021 Q2,103,65547.95607984423,0.0033502976893746705
2021 Q3,103,66015.41139402709,0.007131500997734408
2021 Q4,103,66414.01974728571,0.006038110569052346
2022 Q1,103,66912.26207524042,0.007502065525480717
2022 Q2,103,66716.50613668274,-0.0029255615112452338
2022 Q3,103,66754.44320262318,5.686308851773347e-4
2022 Q4,103,67454.13397466921,0.01048156105387954
2023 Q1,103,67721.00350725991,0.003956311005207214
2021 Q2,1030,65654.7231078684,0.004984593184736541
2021 Q3,1030,64941.51304553762,-0.010863042726705241
2021 Q4,1030,65272.532403544945,0.005097191957557312
2022 Q1,1030,65942.9554544433,0.010271135900680184
2022 Q2,1030,65786.73710727555,-0.0023689922007769093
2022 Q3,1030,65835.9775098499,7.484852530996733e-4
2022 Q4,1030,66333.18136674109,0.007552160318677004
2023 Q1,1030,66145.61314118486,-0.002827668169859132
2021 Q2,1031,65676.77149181433,0.005322090399276114
2021 Q3,1031,65629.66311896224,-7.17276013757151e-4
2021 Q4,1031,66443.41417649595,0.012399135068828171
2022 Q1,1031,67619.26532789759,0.017697030864160412
2022 Q2,1031,67470.93434707004,-0.002193620118590034
2022 Q3,1031,67120.98496408568,-0.005186668694762919
2022 Q4,1031,68056.3162901325,0.013935005967914194
2023 Q1,1031,67249.82273747813,-0.011850385043119083
2021 Q2,1032,64878.46695460148,-0.00689765134345055
2021 Q3,1032,64393.45954963456,-0.0074756298620048955
2021 Q4,1032,64834.42484261511,0.006847982637749883
2022 Q1,1032,65065.13402544011,0.003558436484707661
2022 Q2,1032,65110.96150225898,7.043323203015373e-4
2022 Q3,1032,65159.08852451298,7.39153917306723e-4
2022 Q4,1032,65345.84757563612,0.0028662010987596798
2023 Q1,1032,65211.1736762503,-0.002060940432824676
2021 Q2,1033,65432.8699224969,0.0015886602998929078
2021 Q3,1033,65683.88439919682,0.0038362137714154088
2021 Q4,1033,65901.28154958854,0.0033097486907212037
2022 Q1,1033,66323.10029071537,0.006400766892665333
2022 Q2,1033,67084.22578186274,0.011476024006886076
2022 Q3,1033,67102.40728283013,2.710249802466702e-4
2022 Q4,1033,67984.94467593881,0.013152097351572856
2023 Q1,1033,68485.14586267559,0.007357528775246758
2021 Q2,1034,65488.09320588027,0.002433969614413556
2021 Q3,1034,65466.453688043744,-3.304343855072833e-4
2021 Q4,1034,66288.17491569596,0.012551790747179048
2022 Q1,1034,67190.73077877477,0.013615639052163786
2022 Q2,1034,67793.11900660729,0.00896534716694597
2022 Q3,1034,68396.44896328011,0.008899575141453786
2022 Q4,1034,69142.84800519816,0.010912833242538111
2023 Q1,1034,70071.89172044098,0.013436584434198817
2021 Q2,1035,65648.8507437561,0.004894704214391865
2021 Q3,1035,65449.74985587183,-0.003032816045195008
2021 Q4,1035,66366.91775109756,0.014013313988906706
2022 Q1,1035,67360.31095853538,0.01496819863118315
2022 Q2,1035,68239.57105770639,0.013053088482804842
2022 Q3,1035,68805.87588314245,0.008298774694189825
2022 Q4,1035,69881.25354540208,0.015629154464744
2023 Q1,1035,69551.72567359144,-0.004715540364434778
2021 Q2,1036,65218.008865447744,-0.0017002432517224664
2021 Q3,1036,66141.28515398141,0.014156769036578476
2021 Q4,1036,66783.85333752933,0.009715084641188643
2022 Q1,1036,67535.45200898794,0.011254197442905678
2022 Q2,1036,68342.77301134447,0.011954032709355245
2022 Q3,1036,68489.88099838517,0.002152502460154526
2022 Q4,1036,69336.06462354994,0.012354870717102395
2023 Q1,1036,69674.89152827044,0.004886734004303728
2021 Q2,1037,65858.96148168966,0.008110894070816554
2021 Q3,1037,65995.79336209192,0.002077650137867648
2021 Q4,1037,67031.3210663308,0.015690813785014468
2022 Q1,1037,68347.25238081679,0.019631588540285794
2022 Q2,1037,68582.79407255998,0.0034462496082621197
2022 Q3,1037,68891.077567151,0.004495055921239777
2022 Q4,1037,69955.80465047498,0.015455224695623881
2023 Q1,1037,71207.90623642417,0.017898465927240093
2021 Q2,1038,65924.69568984325,0.009117095350974713
2021 Q3,1038,66088.38172106938,0.0024829243353086117
2021 Q4,1038,66105.78457599715,2.633269944665173e-4
2022 Q1,1038,66732.32115351358,0.009477787481610545
2022 Q2,1038,67122.35523116216,0.005844755148728176
2022 Q3,1038,68054.88603605427,0.013892998862757189
2022 Q4,1038,69271.75487523484,0.017880697625970443
2023 Q1,1038,69583.63818631516,0.004502315722216821
2021 Q2,1039,64957.14368970846,-0.0056933372761338585
2021 Q3,1039,64966.1593193003,1.3879350414347513e-4
2021 Q4,1039,65622.65868143886,0.010105251241834257
2022 Q1,1039,66089.08323719907,0.007107675384266932
2022 Q2,1039,65913.94232601208,-0.0026500732436912644
2022 Q3,1039,66039.51290489176,0.0019050685552777225
2022 Q4,1039,66647.44256041657,0.00920554420806119
2023 Q1,1039,66898.00870451512,0.00375957627888579
2021 Q2,104,65178.031330402126,-0.0023121840975979246
2021 Q3,104,65398.90554887549,0.0033887832136829665
2021 Q4,104,66229.83258894442,0.01270551904646089
2022 Q1,104,67203.126337725,0.014695699969850873
2022 Q2,104,67999.28949053174,0.011847114802452374
2022 Q3,104,68796.9635239361,0.011730623060633993
2022 Q4,104,69626.80151455519,0.012062131060920578
2023 Q1,104,70021.31701252788,0.005666144205837442
2021 Q2,1040,65488.28488762172,0.0024369037094462698
2021 Q3,1040,65819.45398868766,0.005056921274304793
2021 Q4,1040,65973.9271662649,0.0023469228049777247
2022 Q1,1040,65472.25011516674,-0.007604171415078187
2022 Q2,1040,65130.86945737897,-0.005214127469077012
2022 Q3,1040,64642.509230397576,-0.00749813768878016
2022 Q4,1040,64412.830619025146,-0.0035530584147625
2023 Q1,1040,64594.98000654746,0.0028278432382462526
2021 Q2,1041,65976.30500714952,0.009907085260342896
2021 Q3,1041,66901.9015252845,0.01402922637202364
2021 Q4,1041,67772.5010367202,0.013013075736071134
2022 Q1,1041,69103.85237570705,0.019644417995810626
2022 Q2,1041,69554.64081904697,0.006523347510194455
2022 Q3,1041,70120.65441879546,0.008137682735233076
2022 Q4,1041,70901.15597553719,0.01113083674433768
2023 Q1,1041,71104.84282136001,0.0028728282779071357
2021 Q2,1042,66186.1819082561,0.013119695748866622
2021 Q3,1042,65827.79240167182,-0.005414869029324865
2021 Q4,1042,66832.31572999955,0.015259866565147329
2022 Q1,1042,67540.69706359011,0.01059938333503796
2022 Q2,1042,67573.31892834995,4.829956778373834e-4
2022 Q3,1042,67809.56144820237,0.003496091706001625
2022 Q4,1042,68523.09636567517,0.010522629880416634
2023 Q1,1042,69886.32195843544,0.019894395686461452
2021 Q2,1043,65784.51087816952,0.00697126989833885
2021 Q3,1043,66072.11086315842,0.004371849560780738
2021 Q4,1043,66813.80134793988,0.011225469794927001
2022 Q1,1043,67490.95533110268,0.010134941726133162
2022 Q2,1043,68856.81134941454,0.020237615716226287
2022 Q3,1043,69395.34863682525,0.007821118591709197
2022 Q4,1043,70173.36786919732,0.011211403179826496
2023 Q1,1043,70422.97915237564,0.003557065746703225
2021 Q2,1044,65207.604600977196,-0.0018595025555678824
2021 Q3,1044,64716.238565875086,-0.0075354099895083015
2021 Q4,1044,65854.01395607971,0.017580987638001755
2022 Q1,1044,65879.40365747982,3.855452367269585e-4
2022 Q2,1044,65878.76260625401,-9.730677423047673e-6
2022 Q3,1044,65686.80843658827,-0.0029137488633934616
2022 Q4,1044,65574.44625953736,-0.0017105744627458064
2023 Q1,1044,65486.16942173084,-0.0013462079032605656
2021 Q2,1045,65653.43437363075,0.004964866377703547
2021 Q3,1045,65368.78764909531,-0.004335595346246834
2021 Q4,1045,66092.25773846291,0.011067515788287796
2022 Q1,1045,66460.59668654154,0.005573102821456066
2022 Q2,1045,66678.23139139736,0.0032746426560430475
2022 Q3,1045,67425.40760233764,0.011205699301686467
2022 Q4,1045,68244.42075910898,0.012146951511242232
2023 Q1,1045,69112.6407248582,0.01272221166348353
2021 Q2,1046,66412.61421678541,0.01658572181217588
2021 Q3,1046,66948.11337702945,0.008063214594987267
2021 Q4,1046,67618.33084170388,0.010010998531056137
2022 Q1,1046,68567.22217731683,0.01403304878723377
2022 Q2,1046,68718.42308816478,0.0022051485541727534
2022 Q3,1046,68697.10765623298,-3.101851144700074e-4
2022 Q4,1046,69049.84435035195,0.00513466587100142
2023 Q1,1046,69292.30745150145,0.003511421400449022
2021 Q2,1047,65350.274842460654,3.243676644200111e-4
2021 Q3,1047,65551.78691201925,0.0030835688150414597
2021 Q4,1047,66014.4905457827,0.007058596806589934
2022 Q1,1047,66782.0595620916,0.011627280767645631
2022 Q2,1047,66981.93604812867,0.0029929667840093988
2022 Q3,1047,66238.23707503114,-0.011102978160606791
2022 Q4,1047,65868.6333464541,-0.005579914938834696
2023 Q1,1047,65682.35861683964,-0.0028279731968126054
2021 Q2,1048,65621.85245805944,0.00448143826971692
2021 Q3,1048,66220.35511022527,0.0091204778552747
2021 Q4,1048,66986.9074350931,0.011575780945177527
2022 Q1,1048,67948.11034448509,0.014349116061572742
2022 Q2,1048,68249.32445174809,0.004433001973651596
2022 Q3,1048,67599.81390583316,-0.009516732233359138
2022 Q4,1048,68121.66583661681,0.007719724369516623
2023 Q1,1048,68540.44714459343,0.006147549429883714
2021 Q2,1049,65029.76634781806,-0.004581693679733934
2021 Q3,1049,65630.75244487505,0.009241707771830976
2021 Q4,1049,66223.7339664652,0.009035116915476538
2022 Q1,1049,66835.3600518557,0.009235753539663438
2022 Q2,1049,66547.89278153313,-0.0043011254835695345
2022 Q3,1049,66511.21782475025,-5.511062071232864e-4
2022 Q4,1049,67134.74966917727,0.009374837280381243
2023 Q1,1049,67342.25312394332,0.0030908502048279107
2021 Q2,105,65097.64714801022,-0.0035426342619661044
2021 Q3,105,64694.669690290044,-0.006190353651399083
2021 Q4,105,64700.285344687545,8.680242784109282e-5
2022 Q1,105,64896.311579014604,0.0030297584204264094
2022 Q2,105,64735.600466481315,-0.002476429070049968
2022 Q3,105,65184.86383852052,0.006939973813509637
2022 Q4,105,66096.93141900851,0.013992014814166343
2023 Q1,105,66540.2695272077,0.006707393197858513
2021 Q2,1050,65845.71547250287,0.007908135845303477
2021 Q3,1050,65935.51251792294,0.0013637492549924968
2021 Q4,1050,66210.83100155371,0.004175572056954069
2022 Q1,1050,66430.10476044378,0.003311750593870677
2022 Q2,1050,66472.89973496171,6.44210552915192e-4
2022 Q3,1050,66992.63748157452,0.00781879154791043
2022 Q4,1050,67393.04449501366,0.005976880870666834
2023 Q1,1050,67282.74581399486,-0.0016366478446743216
2021 Q2,1051,65627.40666401271,0.0045664571555819045
2021 Q3,1051,65790.04664552293,0.0024782326436099122
2021 Q4,1051,66485.05387671993,0.010564017912036094
2022 Q1,1051,66947.60483641124,0.006957217189730969
2022 Q2,1051,66387.40012458815,-0.008367808126847343
2022 Q3,1051,66490.58820150867,0.0015543322486928357
2022 Q4,1051,66027.21155484245,-0.006969056210811342
2023 Q1,1051,66320.66827188845,0.00444448145144305
2021 Q2,1052,65744.75319354804,0.0063626943288457305
2021 Q3,1052,66139.4020666174,0.0060027432441269735
2021 Q4,1052,67268.25849240001,0.01706783536757084
2022 Q1,1052,68362.79797746959,0.016271262399237374
2022 Q2,1052,68883.25283080927,0.0076131297831198985
2022 Q3,1052,69428.22142542287,0.007911481705896728
2022 Q4,1052,70114.1756599688,0.009880049070286834
2023 Q1,1052,71023.15534063477,0.012964278223482673
2021 Q2,1053,65932.65745583645,0.009238967042437762
2021 Q3,1053,66640.36520527098,0.010733796827597564
2021 Q4,1053,66941.82849310123,0.004523734029692861
2022 Q1,1053,66880.84195725655,-9.110377953146509e-4
2022 Q2,1053,66538.73458567954,-0.005115177404549476
2022 Q3,1053,66505.0481245517,-5.062684365370052e-4
2022 Q4,1053,67481.10843637289,0.014676484557882175
2023 Q1,1053,67599.59433668444,0.0017558380864961531
2021 Q2,1054,65752.39985999932,0.006479742754442519
2021 Q3,1054,65989.23702895353,0.003601954749309355
2021 Q4,1054,66485.15873338483,0.007515190760785773
2022 Q1,1054,67542.17775317418,0.015898571048437393
2022 Q2,1054,67404.819297335,-0.0020336693368275816
2022 Q3,1054,66689.61595387418,-0.010610566884037276
2022 Q4,1054,66997.87312848817,0.0046222664534039115
2023 Q1,1054,66452.47041672177,-0.008140597399568517
2021 Q2,1055,65487.33830034615,0.0024224141863318227
2021 Q3,1055,65466.54002782353,-3.175922714591106e-4
