date,.mean,.mean_growth_rate
2021 Q2,65477.23298797026,0.0022677309774725707
2021 Q3,65595.4065546821,0.0018048039191507215
2021 Q4,66142.42591658005,0.008339293719323848
2022 Q1,66757.72483201405,0.0093026360449801615
2022 Q2,66958.28107221781,0.003004240194051322
2022 Q3,67197.18488577382,0.0035679502181118483
2022 Q4,67799.78193518445,0.008967593663856022
2023 Q1,68022.67860634235,0.003287572095305391
